scenario,scenario_display,sample_idx,target_region,target_region_idx,aggregate_type,method,mse,mae,crps,interval_score,ci_width,coverage
MI_2,MI Moderate (μ=2.0),22,Inferior,1,Overall Avg,Point Estimate,0.019607,0.110808,0.110808,,0.000000,
MI_2,MI Moderate (μ=2.0),22,Inferior,1,Overall Avg,MCMC,0.005444,,0.060003,0.814776,0.814776,1.000000
MI_2,MI Moderate (μ=2.0),22,Inferior,1,Diseased Avg,Point Estimate,0.046440,0.215402,0.215402,,0.000000,
MI_2,MI Moderate (μ=2.0),22,Inferior,1,Diseased Avg,MCMC,0.005305,,0.107364,1.540614,1.540614,1.000000
MI_2,MI Moderate (μ=2.0),22,Inferior,1,Non-diseased Avg,Point Estimate,0.012898,0.084660,0.084660,,0.000000,
MI_2,MI Moderate (μ=2.0),22,Inferior,1,Non-diseased Avg,MCMC,0.005479,,0.048162,0.633317,0.633317,1.000000
MI_2,MI Moderate (μ=2.0),23,Inferior,1,Overall Avg,Point Estimate,0.017432,0.092997,0.092997,,0.000000,
MI_2,MI Moderate (μ=2.0),23,Inferior,1,Overall Avg,MCMC,0.015832,,0.076484,0.889920,0.889920,1.000000
MI_2,MI Moderate (μ=2.0),23,Inferior,1,Diseased Avg,Point Estimate,0.070914,0.264169,0.264169,,0.000000,
MI_2,MI Moderate (μ=2.0),23,Inferior,1,Diseased Avg,MCMC,0.037427,,0.145574,1.870997,1.870997,1.000000
MI_2,MI Moderate (μ=2.0),23,Inferior,1,Non-diseased Avg,Point Estimate,0.004062,0.050204,0.050204,,0.000000,
MI_2,MI Moderate (μ=2.0),23,Inferior,1,Non-diseased Avg,MCMC,0.010433,,0.059212,0.644650,0.644650,1.000000
MI_2,MI Moderate (μ=2.0),24,Inferior,1,Overall Avg,Point Estimate,0.006012,0.052058,0.052058,,0.000000,
MI_2,MI Moderate (μ=2.0),24,Inferior,1,Overall Avg,MCMC,0.004161,,0.062670,0.931689,0.931689,1.000000
MI_2,MI Moderate (μ=2.0),24,Inferior,1,Diseased Avg,Point Estimate,0.026439,0.162519,0.162519,,0.000000,
MI_2,MI Moderate (μ=2.0),24,Inferior,1,Diseased Avg,MCMC,0.002853,,0.118346,2.063704,2.063704,1.000000
MI_2,MI Moderate (μ=2.0),24,Inferior,1,Non-diseased Avg,Point Estimate,0.000906,0.024443,0.024443,,0.000000,
MI_2,MI Moderate (μ=2.0),24,Inferior,1,Non-diseased Avg,MCMC,0.004488,,0.048751,0.648685,0.648685,1.000000
MI_2,MI Moderate (μ=2.0),25,Inferior,1,Overall Avg,Point Estimate,0.011131,0.076398,0.076398,,0.000000,
MI_2,MI Moderate (μ=2.0),25,Inferior,1,Overall Avg,MCMC,0.004510,,0.063041,0.899152,0.899152,1.000000
MI_2,MI Moderate (μ=2.0),25,Inferior,1,Diseased Avg,Point Estimate,0.045344,0.212941,0.212941,,0.000000,
MI_2,MI Moderate (μ=2.0),25,Inferior,1,Diseased Avg,MCMC,0.000771,,0.116624,2.035309,2.035309,1.000000
MI_2,MI Moderate (μ=2.0),25,Inferior,1,Non-diseased Avg,Point Estimate,0.002578,0.042262,0.042262,,0.000000,
MI_2,MI Moderate (μ=2.0),25,Inferior,1,Non-diseased Avg,MCMC,0.005445,,0.049645,0.615113,0.615113,1.000000
MI_2,MI Moderate (μ=2.0),26,Inferior,1,Overall Avg,Point Estimate,0.021116,0.097647,0.097647,,0.000000,
MI_2,MI Moderate (μ=2.0),26,Inferior,1,Overall Avg,MCMC,0.012094,,0.080150,0.913886,0.913886,1.000000
MI_2,MI Moderate (μ=2.0),26,Inferior,1,Diseased Avg,Point Estimate,0.075581,0.274777,0.274777,,0.000000,
MI_2,MI Moderate (μ=2.0),26,Inferior,1,Diseased Avg,MCMC,0.018591,,0.157843,2.096914,2.096914,1.000000
MI_2,MI Moderate (μ=2.0),26,Inferior,1,Non-diseased Avg,Point Estimate,0.007500,0.053364,0.053364,,0.000000,
MI_2,MI Moderate (μ=2.0),26,Inferior,1,Non-diseased Avg,MCMC,0.010470,,0.060727,0.618129,0.618129,1.000000
MI_2,MI Moderate (μ=2.0),27,Inferior,1,Overall Avg,Point Estimate,0.006688,0.064349,0.064349,,0.000000,
MI_2,MI Moderate (μ=2.0),27,Inferior,1,Overall Avg,MCMC,0.006137,,0.064713,0.898049,0.898049,1.000000
MI_2,MI Moderate (μ=2.0),27,Inferior,1,Diseased Avg,Point Estimate,0.024597,0.156349,0.156349,,0.000000,
MI_2,MI Moderate (μ=2.0),27,Inferior,1,Diseased Avg,MCMC,0.003859,,0.117745,2.046422,2.046422,1.000000
MI_2,MI Moderate (μ=2.0),27,Inferior,1,Non-diseased Avg,Point Estimate,0.002211,0.041349,0.041349,,0.000000,
MI_2,MI Moderate (μ=2.0),27,Inferior,1,Non-diseased Avg,MCMC,0.006706,,0.051456,0.610956,0.610956,1.000000
MI_2,MI Moderate (μ=2.0),28,Inferior,1,Overall Avg,Point Estimate,0.016426,0.075325,0.075325,,0.000000,
MI_2,MI Moderate (μ=2.0),28,Inferior,1,Overall Avg,MCMC,0.003338,,0.062324,0.970025,0.970025,1.000000
MI_2,MI Moderate (μ=2.0),28,Inferior,1,Diseased Avg,Point Estimate,0.078722,0.280390,0.280390,,0.000000,
MI_2,MI Moderate (μ=2.0),28,Inferior,1,Diseased Avg,MCMC,0.000728,,0.127033,2.306737,2.306737,1.000000
MI_2,MI Moderate (μ=2.0),28,Inferior,1,Non-diseased Avg,Point Estimate,0.000852,0.024058,0.024058,,0.000000,
MI_2,MI Moderate (μ=2.0),28,Inferior,1,Non-diseased Avg,MCMC,0.003990,,0.046147,0.635847,0.635847,1.000000
MI_2,MI Moderate (μ=2.0),29,Inferior,1,Overall Avg,Point Estimate,0.013217,0.083950,0.083950,,0.000000,
MI_2,MI Moderate (μ=2.0),29,Inferior,1,Overall Avg,MCMC,0.006183,,0.065434,0.895526,0.895526,1.000000
MI_2,MI Moderate (μ=2.0),29,Inferior,1,Diseased Avg,Point Estimate,0.051873,0.227519,0.227519,,0.000000,
MI_2,MI Moderate (μ=2.0),29,Inferior,1,Diseased Avg,MCMC,0.003081,,0.124182,2.105379,2.105379,1.000000
MI_2,MI Moderate (μ=2.0),29,Inferior,1,Non-diseased Avg,Point Estimate,0.003553,0.048057,0.048057,,0.000000,
MI_2,MI Moderate (μ=2.0),29,Inferior,1,Non-diseased Avg,MCMC,0.006959,,0.050747,0.593063,0.593063,1.000000
MI_2,MI Moderate (μ=2.0),30,Inferior,1,Overall Avg,Point Estimate,0.020780,0.079730,0.079730,,0.000000,
MI_2,MI Moderate (μ=2.0),30,Inferior,1,Overall Avg,MCMC,0.005087,,0.066972,0.930634,0.930634,1.000000
MI_2,MI Moderate (μ=2.0),30,Inferior,1,Diseased Avg,Point Estimate,0.101294,0.318107,0.318107,,0.000000,
MI_2,MI Moderate (μ=2.0),30,Inferior,1,Diseased Avg,MCMC,0.002315,,0.131468,2.132452,2.132452,1.000000
MI_2,MI Moderate (μ=2.0),30,Inferior,1,Non-diseased Avg,Point Estimate,0.000651,0.020136,0.020136,,0.000000,
MI_2,MI Moderate (μ=2.0),30,Inferior,1,Non-diseased Avg,MCMC,0.005780,,0.050848,0.630179,0.630179,1.000000
MI_2,MI Moderate (μ=2.0),31,Inferior,1,Overall Avg,Point Estimate,0.016279,0.082686,0.082686,,0.000000,
MI_2,MI Moderate (μ=2.0),31,Inferior,1,Overall Avg,MCMC,0.003393,,0.059994,0.858138,0.858138,1.000000
MI_2,MI Moderate (μ=2.0),31,Inferior,1,Diseased Avg,Point Estimate,0.072845,0.269723,0.269723,,0.000000,
MI_2,MI Moderate (μ=2.0),31,Inferior,1,Diseased Avg,MCMC,0.002143,,0.116957,1.769866,1.769866,1.000000
MI_2,MI Moderate (μ=2.0),31,Inferior,1,Non-diseased Avg,Point Estimate,0.002137,0.035926,0.035926,,0.000000,
MI_2,MI Moderate (μ=2.0),31,Inferior,1,Non-diseased Avg,MCMC,0.003706,,0.045753,0.630205,0.630205,1.000000
MI_2,MI Moderate (μ=2.0),32,Inferior,1,Overall Avg,Point Estimate,0.009022,0.056913,0.056913,,0.000000,
MI_2,MI Moderate (μ=2.0),32,Inferior,1,Overall Avg,MCMC,0.003465,,0.058681,0.875395,0.875395,1.000000
MI_2,MI Moderate (μ=2.0),32,Inferior,1,Diseased Avg,Point Estimate,0.042252,0.203809,0.203809,,0.000000,
MI_2,MI Moderate (μ=2.0),32,Inferior,1,Diseased Avg,MCMC,0.000728,,0.102931,1.728458,1.728458,1.000000
MI_2,MI Moderate (μ=2.0),32,Inferior,1,Non-diseased Avg,Point Estimate,0.000714,0.020189,0.020189,,0.000000,
MI_2,MI Moderate (μ=2.0),32,Inferior,1,Non-diseased Avg,MCMC,0.004150,,0.047619,0.662129,0.662129,1.000000
MI_2,MI Moderate (μ=2.0),33,Inferior,1,Overall Avg,Point Estimate,0.028611,0.124820,0.124820,,0.000000,
MI_2,MI Moderate (μ=2.0),33,Inferior,1,Overall Avg,MCMC,0.004563,,0.062032,0.902996,0.902996,1.000000
MI_2,MI Moderate (μ=2.0),33,Inferior,1,Diseased Avg,Point Estimate,0.095812,0.308489,0.308489,,0.000000,
MI_2,MI Moderate (μ=2.0),33,Inferior,1,Diseased Avg,MCMC,0.001192,,0.113965,2.036338,2.036338,1.000000
MI_2,MI Moderate (μ=2.0),33,Inferior,1,Non-diseased Avg,Point Estimate,0.011810,0.078902,0.078902,,0.000000,
MI_2,MI Moderate (μ=2.0),33,Inferior,1,Non-diseased Avg,MCMC,0.005406,,0.049048,0.619660,0.619660,1.000000
MI_2,MI Moderate (μ=2.0),34,Inferior,1,Overall Avg,Point Estimate,0.005365,0.058328,0.058328,,0.000000,
MI_2,MI Moderate (μ=2.0),34,Inferior,1,Overall Avg,MCMC,0.008296,,0.067147,0.887328,0.887328,1.000000
MI_2,MI Moderate (μ=2.0),34,Inferior,1,Diseased Avg,Point Estimate,0.019600,0.139901,0.139901,,0.000000,
MI_2,MI Moderate (μ=2.0),34,Inferior,1,Diseased Avg,MCMC,0.019739,,0.124187,1.708187,1.708187,1.000000
MI_2,MI Moderate (μ=2.0),34,Inferior,1,Non-diseased Avg,Point Estimate,0.001806,0.037935,0.037935,,0.000000,
MI_2,MI Moderate (μ=2.0),34,Inferior,1,Non-diseased Avg,MCMC,0.005435,,0.052887,0.682113,0.682113,1.000000
MI_2,MI Moderate (μ=2.0),35,Inferior,1,Overall Avg,Point Estimate,0.002962,0.048083,0.048083,,0.000000,
MI_2,MI Moderate (μ=2.0),35,Inferior,1,Overall Avg,MCMC,0.004572,,0.065654,1.015552,1.015552,1.000000
MI_2,MI Moderate (μ=2.0),35,Inferior,1,Diseased Avg,Point Estimate,0.003572,0.059742,0.059742,,0.000000,
MI_2,MI Moderate (μ=2.0),35,Inferior,1,Diseased Avg,MCMC,0.000267,,0.128007,2.493373,2.493373,1.000000
MI_2,MI Moderate (μ=2.0),35,Inferior,1,Non-diseased Avg,Point Estimate,0.002809,0.045168,0.045168,,0.000000,
MI_2,MI Moderate (μ=2.0),35,Inferior,1,Non-diseased Avg,MCMC,0.005648,,0.050066,0.646096,0.646096,1.000000
MI_2,MI Moderate (μ=2.0),36,Inferior,1,Overall Avg,Point Estimate,0.013129,0.072337,0.072337,,0.000000,
MI_2,MI Moderate (μ=2.0),36,Inferior,1,Overall Avg,MCMC,0.002541,,0.057452,0.849683,0.849683,1.000000
MI_2,MI Moderate (μ=2.0),36,Inferior,1,Diseased Avg,Point Estimate,0.060551,0.245071,0.245071,,0.000000,
MI_2,MI Moderate (μ=2.0),36,Inferior,1,Diseased Avg,MCMC,0.001872,,0.110520,1.722714,1.722714,1.000000
MI_2,MI Moderate (μ=2.0),36,Inferior,1,Non-diseased Avg,Point Estimate,0.001274,0.029154,0.029154,,0.000000,
MI_2,MI Moderate (μ=2.0),36,Inferior,1,Non-diseased Avg,MCMC,0.002708,,0.044185,0.631426,0.631426,1.000000
MI_2,MI Moderate (μ=2.0),37,Inferior,1,Overall Avg,Point Estimate,0.005079,0.057129,0.057129,,0.000000,
MI_2,MI Moderate (μ=2.0),37,Inferior,1,Overall Avg,MCMC,0.005128,,0.059978,0.872813,0.872813,1.000000
MI_2,MI Moderate (μ=2.0),37,Inferior,1,Diseased Avg,Point Estimate,0.017252,0.129138,0.129138,,0.000000,
MI_2,MI Moderate (μ=2.0),37,Inferior,1,Diseased Avg,MCMC,0.006125,,0.108215,1.827345,1.827345,1.000000
MI_2,MI Moderate (μ=2.0),37,Inferior,1,Non-diseased Avg,Point Estimate,0.002036,0.039127,0.039127,,0.000000,
MI_2,MI Moderate (μ=2.0),37,Inferior,1,Non-diseased Avg,MCMC,0.004879,,0.047919,0.634180,0.634180,1.000000
MI_2,MI Moderate (μ=2.0),38,Inferior,1,Overall Avg,Point Estimate,0.016321,0.097999,0.097999,,0.000000,
MI_2,MI Moderate (μ=2.0),38,Inferior,1,Overall Avg,MCMC,0.054589,,0.108524,0.819388,0.819388,1.000000
MI_2,MI Moderate (μ=2.0),38,Inferior,1,Diseased Avg,Point Estimate,0.065291,0.254223,0.254223,,0.000000,
MI_2,MI Moderate (μ=2.0),38,Inferior,1,Diseased Avg,MCMC,0.212921,,0.268095,1.424473,1.424473,1.000000
MI_2,MI Moderate (μ=2.0),38,Inferior,1,Non-diseased Avg,Point Estimate,0.004079,0.058943,0.058943,,0.000000,
MI_2,MI Moderate (μ=2.0),38,Inferior,1,Non-diseased Avg,MCMC,0.015006,,0.068631,0.668116,0.668116,1.000000
MI_2,MI Moderate (μ=2.0),39,Inferior,1,Overall Avg,Point Estimate,0.038924,0.154233,0.154233,,0.000000,
MI_2,MI Moderate (μ=2.0),39,Inferior,1,Overall Avg,MCMC,0.004562,,0.060807,0.860773,0.860773,1.000000
MI_2,MI Moderate (μ=2.0),39,Inferior,1,Diseased Avg,Point Estimate,0.057744,0.239589,0.239589,,0.000000,
MI_2,MI Moderate (μ=2.0),39,Inferior,1,Diseased Avg,MCMC,0.000412,,0.111880,1.821424,1.821424,1.000000
MI_2,MI Moderate (μ=2.0),39,Inferior,1,Non-diseased Avg,Point Estimate,0.034219,0.132894,0.132894,,0.000000,
MI_2,MI Moderate (μ=2.0),39,Inferior,1,Non-diseased Avg,MCMC,0.005599,,0.048038,0.620610,0.620610,1.000000
MI_2,MI Moderate (μ=2.0),40,Lateral,2,Overall Avg,Point Estimate,0.004104,0.051850,0.051850,,0.000000,
MI_2,MI Moderate (μ=2.0),40,Lateral,2,Overall Avg,MCMC,0.008436,,0.065431,0.870400,0.870400,1.000000
MI_2,MI Moderate (μ=2.0),40,Lateral,2,Diseased Avg,Point Estimate,0.000430,0.020641,0.020641,,0.000000,
MI_2,MI Moderate (μ=2.0),40,Lateral,2,Diseased Avg,MCMC,0.002028,,0.055203,0.852585,0.852585,1.000000
MI_2,MI Moderate (μ=2.0),40,Lateral,2,Non-diseased Avg,Point Estimate,0.005023,0.059652,0.059652,,0.000000,
MI_2,MI Moderate (μ=2.0),40,Lateral,2,Non-diseased Avg,MCMC,0.010038,,0.067988,0.874854,0.874854,1.000000
MI_2,MI Moderate (μ=2.0),41,Lateral,2,Overall Avg,Point Estimate,0.009311,0.081876,0.081876,,0.000000,
MI_2,MI Moderate (μ=2.0),41,Lateral,2,Overall Avg,MCMC,0.005365,,0.063503,0.907764,0.907764,1.000000
MI_2,MI Moderate (μ=2.0),41,Lateral,2,Diseased Avg,Point Estimate,0.001966,0.043343,0.043343,,0.000000,
MI_2,MI Moderate (μ=2.0),41,Lateral,2,Diseased Avg,MCMC,0.006415,,0.073240,1.007978,1.007978,1.000000
MI_2,MI Moderate (μ=2.0),41,Lateral,2,Non-diseased Avg,Point Estimate,0.011147,0.091509,0.091509,,0.000000,
MI_2,MI Moderate (μ=2.0),41,Lateral,2,Non-diseased Avg,MCMC,0.005103,,0.061069,0.882711,0.882711,1.000000
MI_2,MI Moderate (μ=2.0),42,Lateral,2,Overall Avg,Point Estimate,0.004333,0.061962,0.061962,,0.000000,
MI_2,MI Moderate (μ=2.0),42,Lateral,2,Overall Avg,MCMC,0.011519,,0.075443,0.957670,0.957670,1.000000
MI_2,MI Moderate (μ=2.0),42,Lateral,2,Diseased Avg,Point Estimate,0.004223,0.063005,0.063005,,0.000000,
MI_2,MI Moderate (μ=2.0),42,Lateral,2,Diseased Avg,MCMC,0.006174,,0.077651,1.082563,1.082563,1.000000
MI_2,MI Moderate (μ=2.0),42,Lateral,2,Non-diseased Avg,Point Estimate,0.004361,0.061701,0.061701,,0.000000,
MI_2,MI Moderate (μ=2.0),42,Lateral,2,Non-diseased Avg,MCMC,0.012855,,0.074891,0.926446,0.926446,1.000000
MI_2,MI Moderate (μ=2.0),43,Lateral,2,Overall Avg,Point Estimate,0.004651,0.061616,0.061616,,0.000000,
MI_2,MI Moderate (μ=2.0),43,Lateral,2,Overall Avg,MCMC,0.006308,,0.064414,0.910138,0.910138,1.000000
MI_2,MI Moderate (μ=2.0),43,Lateral,2,Diseased Avg,Point Estimate,0.000404,0.017042,0.017042,,0.000000,
MI_2,MI Moderate (μ=2.0),43,Lateral,2,Diseased Avg,MCMC,0.001598,,0.062722,1.041706,1.041706,1.000000
MI_2,MI Moderate (μ=2.0),43,Lateral,2,Non-diseased Avg,Point Estimate,0.005713,0.072760,0.072760,,0.000000,
MI_2,MI Moderate (μ=2.0),43,Lateral,2,Non-diseased Avg,MCMC,0.007486,,0.064837,0.877246,0.877246,1.000000
MI_2,MI Moderate (μ=2.0),44,Lateral,2,Overall Avg,Point Estimate,0.003497,0.052848,0.052848,,0.000000,
MI_2,MI Moderate (μ=2.0),44,Lateral,2,Overall Avg,MCMC,0.011851,,0.074602,0.963666,0.963666,1.000000
MI_2,MI Moderate (μ=2.0),44,Lateral,2,Diseased Avg,Point Estimate,0.000717,0.020124,0.020124,,0.000000,
MI_2,MI Moderate (μ=2.0),44,Lateral,2,Diseased Avg,MCMC,0.000852,,0.075353,1.236135,1.236135,1.000000
MI_2,MI Moderate (μ=2.0),44,Lateral,2,Non-diseased Avg,Point Estimate,0.004192,0.061030,0.061030,,0.000000,
MI_2,MI Moderate (μ=2.0),44,Lateral,2,Non-diseased Avg,MCMC,0.014601,,0.074414,0.895549,0.895549,1.000000
MI_2,MI Moderate (μ=2.0),45,Lateral,2,Overall Avg,Point Estimate,0.008011,0.074001,0.074001,,0.000000,
MI_2,MI Moderate (μ=2.0),45,Lateral,2,Overall Avg,MCMC,0.014385,,0.072113,0.820617,0.820617,1.000000
MI_2,MI Moderate (μ=2.0),45,Lateral,2,Diseased Avg,Point Estimate,0.000787,0.027163,0.027163,,0.000000,
MI_2,MI Moderate (μ=2.0),45,Lateral,2,Diseased Avg,MCMC,0.002419,,0.049991,0.721228,0.721228,1.000000
MI_2,MI Moderate (μ=2.0),45,Lateral,2,Non-diseased Avg,Point Estimate,0.009817,0.085710,0.085710,,0.000000,
MI_2,MI Moderate (μ=2.0),45,Lateral,2,Non-diseased Avg,MCMC,0.017377,,0.077644,0.845464,0.845464,1.000000
MI_2,MI Moderate (μ=2.0),46,Lateral,2,Overall Avg,Point Estimate,0.009617,0.082552,0.082552,,0.000000,
MI_2,MI Moderate (μ=2.0),46,Lateral,2,Overall Avg,MCMC,0.008764,,0.070106,0.933411,0.933411,1.000000
MI_2,MI Moderate (μ=2.0),46,Lateral,2,Diseased Avg,Point Estimate,0.000876,0.028404,0.028404,,0.000000,
MI_2,MI Moderate (μ=2.0),46,Lateral,2,Diseased Avg,MCMC,0.000908,,0.068813,1.174654,1.174654,1.000000
MI_2,MI Moderate (μ=2.0),46,Lateral,2,Non-diseased Avg,Point Estimate,0.011803,0.096089,0.096089,,0.000000,
MI_2,MI Moderate (μ=2.0),46,Lateral,2,Non-diseased Avg,MCMC,0.010728,,0.070429,0.873100,0.873100,1.000000
MI_2,MI Moderate (μ=2.0),47,Lateral,2,Overall Avg,Point Estimate,0.001587,0.034572,0.034572,,0.000000,
MI_2,MI Moderate (μ=2.0),47,Lateral,2,Overall Avg,MCMC,0.012291,,0.070135,0.847142,0.847142,1.000000
MI_2,MI Moderate (μ=2.0),47,Lateral,2,Diseased Avg,Point Estimate,0.000119,0.008553,0.008553,,0.000000,
MI_2,MI Moderate (μ=2.0),47,Lateral,2,Diseased Avg,MCMC,0.000525,,0.047917,0.773455,0.773455,1.000000
MI_2,MI Moderate (μ=2.0),47,Lateral,2,Non-diseased Avg,Point Estimate,0.001954,0.041076,0.041076,,0.000000,
MI_2,MI Moderate (μ=2.0),47,Lateral,2,Non-diseased Avg,MCMC,0.015233,,0.075690,0.865564,0.865564,1.000000
MI_2,MI Moderate (μ=2.0),48,Lateral,2,Overall Avg,Point Estimate,0.001499,0.031309,0.031309,,0.000000,
MI_2,MI Moderate (μ=2.0),48,Lateral,2,Overall Avg,MCMC,0.009281,,0.070342,0.924251,0.924251,1.000000
MI_2,MI Moderate (μ=2.0),48,Lateral,2,Diseased Avg,Point Estimate,0.004348,0.060404,0.060404,,0.000000,
MI_2,MI Moderate (μ=2.0),48,Lateral,2,Diseased Avg,MCMC,0.005641,,0.077992,1.119815,1.119815,1.000000
MI_2,MI Moderate (μ=2.0),48,Lateral,2,Non-diseased Avg,Point Estimate,0.000787,0.024035,0.024035,,0.000000,
MI_2,MI Moderate (μ=2.0),48,Lateral,2,Non-diseased Avg,MCMC,0.010191,,0.068430,0.875360,0.875360,1.000000
MI_2,MI Moderate (μ=2.0),49,Lateral,2,Overall Avg,Point Estimate,0.002619,0.047134,0.047134,,0.000000,
MI_2,MI Moderate (μ=2.0),49,Lateral,2,Overall Avg,MCMC,0.020984,,0.080548,0.869317,0.869317,1.000000
MI_2,MI Moderate (μ=2.0),49,Lateral,2,Diseased Avg,Point Estimate,0.002106,0.045836,0.045836,,0.000000,
MI_2,MI Moderate (μ=2.0),49,Lateral,2,Diseased Avg,MCMC,0.005294,,0.058694,0.780044,0.780044,1.000000
MI_2,MI Moderate (μ=2.0),49,Lateral,2,Non-diseased Avg,Point Estimate,0.002748,0.047459,0.047459,,0.000000,
MI_2,MI Moderate (μ=2.0),49,Lateral,2,Non-diseased Avg,MCMC,0.024906,,0.086012,0.891636,0.891636,1.000000
MI_2,MI Moderate (μ=2.0),50,Lateral,2,Overall Avg,Point Estimate,0.001769,0.038984,0.038984,,0.000000,
MI_2,MI Moderate (μ=2.0),50,Lateral,2,Overall Avg,MCMC,0.010515,,0.071498,0.903804,0.903804,1.000000
MI_2,MI Moderate (μ=2.0),50,Lateral,2,Diseased Avg,Point Estimate,0.001321,0.036165,0.036165,,0.000000,
MI_2,MI Moderate (μ=2.0),50,Lateral,2,Diseased Avg,MCMC,0.004977,,0.063984,0.918154,0.918154,1.000000
MI_2,MI Moderate (μ=2.0),50,Lateral,2,Non-diseased Avg,Point Estimate,0.001881,0.039689,0.039689,,0.000000,
MI_2,MI Moderate (μ=2.0),50,Lateral,2,Non-diseased Avg,MCMC,0.011899,,0.073376,0.900216,0.900216,1.000000
MI_2,MI Moderate (μ=2.0),51,Lateral,2,Overall Avg,Point Estimate,0.004297,0.048628,0.048628,,0.000000,
MI_2,MI Moderate (μ=2.0),51,Lateral,2,Overall Avg,MCMC,0.006870,,0.062786,0.871179,0.871179,1.000000
MI_2,MI Moderate (μ=2.0),51,Lateral,2,Diseased Avg,Point Estimate,0.000942,0.027324,0.027324,,0.000000,
MI_2,MI Moderate (μ=2.0),51,Lateral,2,Diseased Avg,MCMC,0.000579,,0.062551,1.105872,1.105872,1.000000
MI_2,MI Moderate (μ=2.0),51,Lateral,2,Non-diseased Avg,Point Estimate,0.005136,0.053954,0.053954,,0.000000,
MI_2,MI Moderate (μ=2.0),51,Lateral,2,Non-diseased Avg,MCMC,0.008443,,0.062845,0.812506,0.812506,1.000000
MI_2,MI Moderate (μ=2.0),52,Lateral,2,Overall Avg,Point Estimate,0.005834,0.066107,0.066107,,0.000000,
MI_2,MI Moderate (μ=2.0),52,Lateral,2,Overall Avg,MCMC,0.015676,,0.076726,0.845425,0.845425,1.000000
MI_2,MI Moderate (μ=2.0),52,Lateral,2,Diseased Avg,Point Estimate,0.001255,0.035357,0.035357,,0.000000,
MI_2,MI Moderate (μ=2.0),52,Lateral,2,Diseased Avg,MCMC,0.003205,,0.054184,0.763925,0.763925,1.000000
MI_2,MI Moderate (μ=2.0),52,Lateral,2,Non-diseased Avg,Point Estimate,0.006978,0.073794,0.073794,,0.000000,
MI_2,MI Moderate (μ=2.0),52,Lateral,2,Non-diseased Avg,MCMC,0.018794,,0.082362,0.865800,0.865800,1.000000
MI_2,MI Moderate (μ=2.0),53,Lateral,2,Overall Avg,Point Estimate,0.001775,0.033425,0.033425,,0.000000,
MI_2,MI Moderate (μ=2.0),53,Lateral,2,Overall Avg,MCMC,0.010491,,0.069853,0.902900,0.902900,1.000000
MI_2,MI Moderate (μ=2.0),53,Lateral,2,Diseased Avg,Point Estimate,0.001238,0.027487,0.027487,,0.000000,
MI_2,MI Moderate (μ=2.0),53,Lateral,2,Diseased Avg,MCMC,0.004464,,0.072338,1.081402,1.081402,1.000000
MI_2,MI Moderate (μ=2.0),53,Lateral,2,Non-diseased Avg,Point Estimate,0.001909,0.034909,0.034909,,0.000000,
MI_2,MI Moderate (μ=2.0),53,Lateral,2,Non-diseased Avg,MCMC,0.011998,,0.069232,0.858275,0.858275,1.000000
MI_2,MI Moderate (μ=2.0),54,Lateral,2,Overall Avg,Point Estimate,0.010738,0.092639,0.092639,,0.000000,
MI_2,MI Moderate (μ=2.0),54,Lateral,2,Overall Avg,MCMC,0.014925,,0.083100,0.994426,0.994426,1.000000
MI_2,MI Moderate (μ=2.0),54,Lateral,2,Diseased Avg,Point Estimate,0.007159,0.083301,0.083301,,0.000000,
MI_2,MI Moderate (μ=2.0),54,Lateral,2,Diseased Avg,MCMC,0.018421,,0.107615,1.428308,1.428308,1.000000
MI_2,MI Moderate (μ=2.0),54,Lateral,2,Non-diseased Avg,Point Estimate,0.011632,0.094973,0.094973,,0.000000,
MI_2,MI Moderate (μ=2.0),54,Lateral,2,Non-diseased Avg,MCMC,0.014051,,0.076971,0.885956,0.885956,1.000000
MI_2,MI Moderate (μ=2.0),55,Lateral,2,Overall Avg,Point Estimate,0.007253,0.068169,0.068169,,0.000000,
MI_2,MI Moderate (μ=2.0),55,Lateral,2,Overall Avg,MCMC,0.022854,,0.088535,0.934715,0.934715,1.000000
MI_2,MI Moderate (μ=2.0),55,Lateral,2,Diseased Avg,Point Estimate,0.000790,0.026932,0.026932,,0.000000,
MI_2,MI Moderate (μ=2.0),55,Lateral,2,Diseased Avg,MCMC,0.066824,,0.154550,1.232442,1.232442,1.000000
MI_2,MI Moderate (μ=2.0),55,Lateral,2,Non-diseased Avg,Point Estimate,0.008869,0.078478,0.078478,,0.000000,
MI_2,MI Moderate (μ=2.0),55,Lateral,2,Non-diseased Avg,MCMC,0.011861,,0.072032,0.860284,0.860284,1.000000
MI_2,MI Moderate (μ=2.0),56,Lateral,2,Overall Avg,Point Estimate,0.010716,0.086801,0.086801,,0.000000,
MI_2,MI Moderate (μ=2.0),56,Lateral,2,Overall Avg,MCMC,0.024399,,0.084170,0.868373,0.868373,1.000000
MI_2,MI Moderate (μ=2.0),56,Lateral,2,Diseased Avg,Point Estimate,0.000749,0.026608,0.026608,,0.000000,
MI_2,MI Moderate (μ=2.0),56,Lateral,2,Diseased Avg,MCMC,0.004370,,0.053946,0.748690,0.748690,1.000000
MI_2,MI Moderate (μ=2.0),56,Lateral,2,Non-diseased Avg,Point Estimate,0.013208,0.101849,0.101849,,0.000000,
MI_2,MI Moderate (μ=2.0),56,Lateral,2,Non-diseased Avg,MCMC,0.029407,,0.091726,0.898293,0.898293,1.000000
