scenario,scenario_display,sample_idx,target_region,target_region_idx,aggregate_type,method,mse,mae,crps,interval_score,ci_width,coverage
MI_1,MI Mild (μ=1.5),16,Anterior,0,Diseased Avg,MCMC,0.001625,,0.055304,0.820538,0.820538,1.000000
MI_1,MI Mild (μ=1.5),16,Anterior,0,Non-diseased Avg,Point Estimate,0.055499,0.188494,0.188494,,0.000000,
MI_1,MI Mild (μ=1.5),16,Anterior,0,Non-diseased Avg,MCMC,0.092340,,0.145955,0.744334,0.744334,1.000000
MI_1,MI Mild (μ=1.5),17,Anterior,0,Overall Avg,Point Estimate,0.022404,0.099640,0.099640,,0.000000,
MI_1,MI Mild (μ=1.5),17,Anterior,0,Overall Avg,MCMC,0.060046,,0.115077,0.796976,0.796976,1.000000
MI_1,MI Mild (μ=1.5),17,Anterior,0,Diseased Avg,Point Estimate,0.000541,0.023151,0.023151,,0.000000,
MI_1,MI Mild (μ=1.5),17,Anterior,0,Diseased Avg,MCMC,0.006849,,0.062504,0.786869,0.786869,1.000000
MI_1,MI Mild (μ=1.5),17,Anterior,0,Non-diseased Avg,Point Estimate,0.027870,0.118763,0.118763,,0.000000,
MI_1,MI Mild (μ=1.5),17,Anterior,0,Non-diseased Avg,MCMC,0.073345,,0.128220,0.799502,0.799502,1.000000
MI_1,MI Mild (μ=1.5),18,Anterior,0,Overall Avg,Point Estimate,0.003369,0.047945,0.047945,,0.000000,
MI_1,MI Mild (μ=1.5),18,Anterior,0,Overall Avg,MCMC,0.050254,,0.111020,0.786024,0.786024,1.000000
MI_1,MI Mild (μ=1.5),18,Anterior,0,Diseased Avg,Point Estimate,0.007178,0.084599,0.084599,,0.000000,
MI_1,MI Mild (μ=1.5),18,Anterior,0,Diseased Avg,MCMC,0.005913,,0.059628,0.764713,0.764713,1.000000
MI_1,MI Mild (μ=1.5),18,Anterior,0,Non-diseased Avg,Point Estimate,0.002416,0.038782,0.038782,,0.000000,
MI_1,MI Mild (μ=1.5),18,Anterior,0,Non-diseased Avg,MCMC,0.061339,,0.123868,0.791352,0.791352,1.000000
MI_1,MI Mild (μ=1.5),19,Anterior,0,Overall Avg,Point Estimate,0.009843,0.079105,0.079105,,0.000000,
MI_1,MI Mild (μ=1.5),19,Anterior,0,Overall Avg,MCMC,0.058018,,0.120520,0.926991,0.926991,1.000000
MI_1,MI Mild (μ=1.5),19,Anterior,0,Diseased Avg,Point Estimate,0.007067,0.083700,0.083700,,0.000000,
MI_1,MI Mild (μ=1.5),19,Anterior,0,Diseased Avg,MCMC,0.002663,,0.091437,1.392075,1.392075,1.000000
MI_1,MI Mild (μ=1.5),19,Anterior,0,Non-diseased Avg,Point Estimate,0.010537,0.077957,0.077957,,0.000000,
MI_1,MI Mild (μ=1.5),19,Anterior,0,Non-diseased Avg,MCMC,0.071857,,0.127791,0.810720,0.810720,1.000000
MI_1,MI Mild (μ=1.5),20,Inferior,1,Overall Avg,Point Estimate,0.023910,0.129162,0.129162,,0.000000,
MI_1,MI Mild (μ=1.5),20,Inferior,1,Overall Avg,MCMC,0.066996,,0.140302,1.539841,0.722479,0.800000
MI_1,MI Mild (μ=1.5),20,Inferior,1,Diseased Avg,Point Estimate,0.068884,0.258805,0.258805,,0.000000,
MI_1,MI Mild (μ=1.5),20,Inferior,1,Diseased Avg,MCMC,0.254933,,0.388925,4.922329,0.835519,0.000000
MI_1,MI Mild (μ=1.5),20,Inferior,1,Non-diseased Avg,Point Estimate,0.012666,0.096751,0.096751,,0.000000,
MI_1,MI Mild (μ=1.5),20,Inferior,1,Non-diseased Avg,MCMC,0.020012,,0.078146,0.694219,0.694219,1.000000
MI_1,MI Mild (μ=1.5),21,Inferior,1,Overall Avg,Point Estimate,0.015086,0.097221,0.097221,,0.000000,
MI_1,MI Mild (μ=1.5),21,Inferior,1,Overall Avg,MCMC,0.018645,,0.074266,0.852435,0.852435,1.000000
MI_1,MI Mild (μ=1.5),21,Inferior,1,Diseased Avg,Point Estimate,0.010534,0.101003,0.101003,,0.000000,
MI_1,MI Mild (μ=1.5),21,Inferior,1,Diseased Avg,MCMC,0.071519,,0.170777,1.740446,1.740446,1.000000
MI_1,MI Mild (μ=1.5),21,Inferior,1,Non-diseased Avg,Point Estimate,0.016225,0.096276,0.096276,,0.000000,
MI_1,MI Mild (μ=1.5),21,Inferior,1,Non-diseased Avg,MCMC,0.005427,,0.050138,0.630433,0.630433,1.000000
MI_1,MI Mild (μ=1.5),22,Inferior,1,Overall Avg,Point Estimate,0.021901,0.116290,0.116290,,0.000000,
MI_1,MI Mild (μ=1.5),22,Inferior,1,Overall Avg,MCMC,0.021315,,0.082168,0.898125,0.898125,1.000000
MI_1,MI Mild (μ=1.5),22,Inferior,1,Diseased Avg,Point Estimate,0.052365,0.228709,0.228709,,0.000000,
MI_1,MI Mild (μ=1.5),22,Inferior,1,Diseased Avg,MCMC,0.070651,,0.171164,1.800906,1.800906,1.000000
MI_1,MI Mild (μ=1.5),22,Inferior,1,Non-diseased Avg,Point Estimate,0.014285,0.088185,0.088185,,0.000000,
MI_1,MI Mild (μ=1.5),22,Inferior,1,Non-diseased Avg,MCMC,0.008981,,0.059919,0.672429,0.672429,1.000000
MI_1,MI Mild (μ=1.5),23,Inferior,1,Overall Avg,Point Estimate,0.016288,0.102712,0.102712,,0.000000,
MI_1,MI Mild (μ=1.5),23,Inferior,1,Overall Avg,MCMC,0.012838,,0.070020,0.809275,0.809275,1.000000
MI_1,MI Mild (μ=1.5),23,Inferior,1,Diseased Avg,Point Estimate,0.020287,0.142117,0.142117,,0.000000,
MI_1,MI Mild (μ=1.5),23,Inferior,1,Diseased Avg,MCMC,0.034557,,0.136890,1.562330,1.562330,1.000000
MI_1,MI Mild (μ=1.5),23,Inferior,1,Non-diseased Avg,Point Estimate,0.015288,0.092861,0.092861,,0.000000,
MI_1,MI Mild (μ=1.5),23,Inferior,1,Non-diseased Avg,MCMC,0.007409,,0.053302,0.621011,0.621011,1.000000
MI_1,MI Mild (μ=1.5),24,Inferior,1,Overall Avg,Point Estimate,0.024566,0.121766,0.121766,,0.000000,
MI_1,MI Mild (μ=1.5),24,Inferior,1,Overall Avg,MCMC,0.017148,,0.077133,0.886793,0.886793,1.000000
MI_1,MI Mild (μ=1.5),24,Inferior,1,Diseased Avg,Point Estimate,0.062423,0.249732,0.249732,,0.000000,
MI_1,MI Mild (μ=1.5),24,Inferior,1,Diseased Avg,MCMC,0.057647,,0.163810,1.888609,1.888609,1.000000
MI_1,MI Mild (μ=1.5),24,Inferior,1,Non-diseased Avg,Point Estimate,0.015101,0.089774,0.089774,,0.000000,
MI_1,MI Mild (μ=1.5),24,Inferior,1,Non-diseased Avg,MCMC,0.007023,,0.055464,0.636338,0.636338,1.000000
MI_1,MI Mild (μ=1.5),25,Inferior,1,Overall Avg,Point Estimate,0.003866,0.050416,0.050416,,0.000000,
MI_1,MI Mild (μ=1.5),25,Inferior,1,Overall Avg,MCMC,0.018443,,0.077707,0.856673,0.856673,1.000000
MI_1,MI Mild (μ=1.5),25,Inferior,1,Diseased Avg,Point Estimate,0.007239,0.082768,0.082768,,0.000000,
MI_1,MI Mild (μ=1.5),25,Inferior,1,Diseased Avg,MCMC,0.056815,,0.152259,1.643810,1.643810,1.000000
MI_1,MI Mild (μ=1.5),25,Inferior,1,Non-diseased Avg,Point Estimate,0.003023,0.042328,0.042328,,0.000000,
MI_1,MI Mild (μ=1.5),25,Inferior,1,Non-diseased Avg,MCMC,0.008851,,0.059069,0.659888,0.659888,1.000000
MI_1,MI Mild (μ=1.5),26,Inferior,1,Overall Avg,Point Estimate,0.020465,0.091397,0.091397,,0.000000,
MI_1,MI Mild (μ=1.5),26,Inferior,1,Overall Avg,MCMC,0.055389,,0.115442,0.770701,0.770701,1.000000
MI_1,MI Mild (μ=1.5),26,Inferior,1,Diseased Avg,Point Estimate,0.093260,0.305073,0.305073,,0.000000,
MI_1,MI Mild (μ=1.5),26,Inferior,1,Diseased Avg,MCMC,0.207249,,0.294078,1.054422,1.054422,1.000000
MI_1,MI Mild (μ=1.5),26,Inferior,1,Non-diseased Avg,Point Estimate,0.002266,0.037978,0.037978,,0.000000,
MI_1,MI Mild (μ=1.5),26,Inferior,1,Non-diseased Avg,MCMC,0.017424,,0.070783,0.699770,0.699770,1.000000
MI_1,MI Mild (μ=1.5),27,Inferior,1,Overall Avg,Point Estimate,0.006683,0.064132,0.064132,,0.000000,
MI_1,MI Mild (μ=1.5),27,Inferior,1,Overall Avg,MCMC,0.048911,,0.107641,0.774675,0.774675,1.000000
MI_1,MI Mild (μ=1.5),27,Inferior,1,Diseased Avg,Point Estimate,0.000768,0.025146,0.025146,,0.000000,
MI_1,MI Mild (μ=1.5),27,Inferior,1,Diseased Avg,MCMC,0.177343,,0.259908,1.265441,1.265441,1.000000
